天数,销量
2020-06-09,1
2020-06-10,0
2020-06-11,0
2020-06-12,2
2020-06-13,1
2020-06-14,3
2020-06-15,50
2020-06-16,11
2020-06-17,59
2020-06-18,11
2020-06-19,0
2020-06-20,0
2020-06-21,0
2020-06-22,0
2020-06-23,2
2020-06-24,5
2020-06-25,0
2020-06-26,0
2020-06-27,0
2020-06-28,0
2020-06-29,0
2020-06-30,5
2020-07-01,0
2020-07-02,0
2020-07-03,1
2020-07-04,0
2020-07-05,0
2020-07-06,0
2020-07-07,0
2020-07-08,0
2020-07-09,0
2020-07-10,0
2020-07-11,0
2020-07-12,0
2020-07-13,0
2020-07-14,0
2020-07-15,1
2020-07-16,0
2020-07-17,0
2020-07-18,0
2020-07-19,0
2020-07-20,1
2020-07-21,0
2020-07-22,5
2020-07-23,0
2020-07-24,1
2020-07-25,0
2020-07-26,0
2020-07-27,3
2020-07-28,5
2020-07-29,8
2020-07-30,4
2020-07-31,6
2020-08-01,11
2020-08-02,11
2020-08-03,12
2020-08-04,9
2020-08-05,13
2020-08-06,22
2020-08-07,35
2020-08-08,38
2020-08-09,11
2020-08-10,4
2020-08-11,6
2020-08-12,7
2020-08-13,2
2020-08-14,4
2020-08-15,6
2020-08-16,1
2020-08-17,0
2020-08-18,0
2020-08-19,0
2020-08-20,1
2020-08-21,4
