天数,销量
2020-09-24,1
2020-09-25,0
2020-09-26,0
2020-09-27,0
2020-09-28,0
2020-09-29,1
2020-09-30,2
2020-10-01,2
2020-10-02,3
2020-10-03,2
2020-10-04,52
2020-10-05,0
2020-10-06,6
2020-10-07,4
2020-10-08,2
2020-10-09,1
2020-10-10,3
2020-10-11,4
2020-10-12,3
2020-10-13,5
2020-10-14,2
2020-10-15,1
2020-10-16,3
2020-10-17,0
2020-10-18,9
2020-10-19,5
2020-10-20,2
2020-10-21,2
2020-10-22,5
2020-10-23,1
2020-10-24,9
2020-10-25,2
2020-10-26,1
2020-10-27,1
2020-10-28,4
2020-10-29,1
2020-10-30,1
2020-10-31,14
2020-11-01,0
2020-11-02,4
2020-11-03,0
2020-11-04,15
2020-11-05,0
2020-11-06,0
2020-11-07,1
2020-11-08,0
2020-11-09,0
2020-11-10,5
