天数,销量
2020-08-20,1
2020-08-21,1
2020-08-22,1
2020-08-23,10
2020-08-24,6
2020-08-25,12
2020-08-26,9
2020-08-27,11
2020-08-28,23
2020-08-29,39
2020-08-30,22
2020-08-31,1
2020-09-01,0
2020-09-02,2
2020-09-03,10
2020-09-04,5
2020-09-05,4
2020-09-06,4
2020-09-07,7
2020-09-08,8
2020-09-09,15
2020-09-10,12
2020-09-11,14
2020-09-12,12
2020-09-13,6
2020-09-14,6
2020-09-15,15
2020-09-16,12
2020-09-17,12
2020-09-18,7
2020-09-19,0
2020-09-20,0
2020-09-21,2
2020-09-22,0
2020-09-23,5
2020-09-24,9
2020-09-25,11
2020-09-26,10
2020-09-27,26
2020-09-28,18
2020-09-29,13
2020-09-30,6
2020-10-01,8
2020-10-02,10
2020-10-03,6
2020-10-04,15
2020-10-05,13
2020-10-06,16
2020-10-07,34
2020-10-08,19
2020-10-09,4
2020-10-10,8
2020-10-11,6
2020-10-12,10
2020-10-13,9
2020-10-14,15
2020-10-15,15
2020-10-16,22
2020-10-17,16
2020-10-18,9
2020-10-19,1
