天数,销量
2020-05-09,1
2020-05-10,0
2020-05-11,3
2020-05-12,10
2020-05-13,5
2020-05-14,8
2020-05-15,8
2020-05-16,6
2020-05-17,2
2020-05-18,4
2020-05-19,9
2020-05-20,6
2020-05-21,9
2020-05-22,7
2020-05-23,3
2020-05-24,7
2020-05-25,5
2020-05-26,6
2020-05-27,3
2020-05-28,2
2020-05-29,3
2020-05-30,1
2020-05-31,15
2020-06-01,18
2020-06-02,6
2020-06-03,8
2020-06-04,7
2020-06-05,12
2020-06-06,10
2020-06-07,9
2020-06-08,3
2020-06-09,8
2020-06-10,5
2020-06-11,9
2020-06-12,9
2020-06-13,7
2020-06-14,7
2020-06-15,22
2020-06-16,9
2020-06-17,70
2020-06-18,52
2020-06-19,22
2020-06-20,39
2020-06-21,9
2020-06-22,9
2020-06-23,20
2020-06-24,11
2020-06-25,9
2020-06-26,11
2020-06-27,9
2020-06-28,13
2020-06-29,6
2020-06-30,2
2020-07-01,10
2020-07-02,0
2020-07-03,3
2020-07-04,5
2020-07-05,5
2020-07-06,5
2020-07-07,5
2020-07-08,11
2020-07-09,7
2020-07-10,7
2020-07-11,6
2020-07-12,5
2020-07-13,1
2020-07-14,5
2020-07-15,7
2020-07-16,6
2020-07-17,3
2020-07-18,5
2020-07-19,3
2020-07-20,5
2020-07-21,6
2020-07-22,8
2020-07-23,3
2020-07-24,3
2020-07-25,8
2020-07-26,7
2020-07-27,6
2020-07-28,4
2020-07-29,9
2020-07-30,9
2020-07-31,12
2020-08-01,14
2020-08-02,8
2020-08-03,8
2020-08-04,8
2020-08-05,4
2020-08-06,7
2020-08-07,13
2020-08-08,5
2020-08-09,4
2020-08-10,6
2020-08-11,2
2020-08-12,6
2020-08-13,3
2020-08-14,8
2020-08-15,68
2020-08-16,30
2020-08-17,6
