天数,销量
2020-09-29,1
2020-09-30,1
2020-10-01,0
2020-10-02,2
2020-10-03,0
2020-10-04,1
2020-10-05,0
2020-10-06,1
2020-10-07,0
2020-10-08,0
2020-10-09,1
2020-10-10,0
2020-10-11,1
2020-10-12,4
2020-10-13,0
2020-10-14,0
2020-10-15,1
2020-10-16,1
2020-10-17,1
2020-10-18,0
2020-10-19,0
2020-10-20,1
2020-10-21,0
2020-10-22,0
2020-10-23,1
2020-10-24,1
2020-10-25,1
2020-10-26,1
2020-10-27,1
2020-10-28,0
2020-10-29,1
2020-10-30,0
2020-10-31,6
2020-11-01,4
2020-11-02,1
2020-11-03,3
2020-11-04,2
2020-11-05,0
2020-11-06,0
2020-11-07,1
2020-11-08,0
2020-11-09,0
2020-11-10,9
2020-11-11,13
2020-11-12,1
2020-11-13,0
2020-11-14,1
2020-11-15,0
2020-11-16,1
2020-11-17,0
2020-11-18,1
2020-11-19,1
2020-11-20,0
2020-11-21,0
2020-11-22,0
2020-11-23,0
2020-11-24,1
2020-11-25,1
2020-11-26,1
2020-11-27,0
2020-11-28,1
2020-11-29,0
2020-11-30,0
2020-12-01,0
2020-12-02,0
2020-12-03,1
2020-12-04,1
2020-12-05,3
2020-12-06,0
2020-12-07,1
2020-12-08,1
2020-12-09,1
2020-12-10,6
2020-12-11,7
2020-12-12,5
2020-12-13,2
2020-12-14,5
2020-12-15,3
2020-12-16,1
2020-12-17,2
2020-12-18,2
2020-12-19,2
2020-12-20,2
2020-12-21,2
2020-12-22,1
2020-12-23,3
2020-12-24,3
2020-12-25,1
2020-12-26,1
2020-12-27,3
