天数,销量
2020-10-04,123
2020-10-05,1
2020-10-06,0
2020-10-07,21
2020-10-08,2
2020-10-09,3
2020-10-10,2
2020-10-11,1
2020-10-12,0
2020-10-13,2
2020-10-14,2
2020-10-15,2
2020-10-16,6
2020-10-17,2
2020-10-18,3
2020-10-19,4
2020-10-20,5
2020-10-21,1
2020-10-22,3
2020-10-23,3
2020-10-24,4
2020-10-25,0
2020-10-26,2
2020-10-27,1
2020-10-28,4
2020-10-29,2
2020-10-30,1
2020-10-31,11
2020-11-01,3
2020-11-02,3
2020-11-03,1
2020-11-04,13
2020-11-05,0
2020-11-06,4
2020-11-07,2
2020-11-08,1
2020-11-09,0
2020-11-10,7
2020-11-11,9
2020-11-12,3
2020-11-13,3
2020-11-14,0
2020-11-15,1
2020-11-16,1
2020-11-17,3
2020-11-18,2
2020-11-19,6
2020-11-20,3
2020-11-21,4
2020-11-22,0
2020-11-23,5
2020-11-24,0
2020-11-25,1
2020-11-26,3
2020-11-27,1
2020-11-28,3
2020-11-29,1
2020-11-30,3
2020-12-01,3
2020-12-02,3
2020-12-03,7
2020-12-04,4
2020-12-05,8
2020-12-06,4
2020-12-07,5
2020-12-08,4
2020-12-09,2
2020-12-10,4
2020-12-11,1
2020-12-12,3
2020-12-13,1
2020-12-14,4
2020-12-15,5
2020-12-16,2
2020-12-17,10
2020-12-18,17
2020-12-19,5
2020-12-20,3
2020-12-21,5
2020-12-22,4
2020-12-23,3
2020-12-24,0
2020-12-25,5
2020-12-26,1
2020-12-27,1
