天数,销量
2020-06-15,19
2020-06-16,0
2020-06-17,19
2020-06-18,0
2020-06-19,0
2020-06-20,2
2020-06-21,0
2020-06-22,0
2020-06-23,0
2020-06-24,4
2020-06-25,0
2020-06-26,0
2020-06-27,0
2020-06-28,0
2020-06-29,0
2020-06-30,0
2020-07-01,4
2020-07-02,0
2020-07-03,0
2020-07-04,1
2020-07-05,0
2020-07-06,0
2020-07-07,0
2020-07-08,2
2020-07-09,2
2020-07-10,0
2020-07-11,0
2020-07-12,0
2020-07-13,0
2020-07-14,0
2020-07-15,0
2020-07-16,0
2020-07-17,0
2020-07-18,2
2020-07-19,3
2020-07-20,0
2020-07-21,2
2020-07-22,2
2020-07-23,11
2020-07-24,12
2020-07-25,6
2020-07-26,5
2020-07-27,6
2020-07-28,6
2020-07-29,5
2020-07-30,8
2020-07-31,19
2020-08-01,10
2020-08-02,3
2020-08-03,6
2020-08-04,10
2020-08-05,9
2020-08-06,8
2020-08-07,5
