天数,销量
2020-01-13,4
2020-01-14,0
2020-01-15,0
2020-01-16,2
2020-01-17,1
2020-01-18,0
2020-01-19,3
2020-01-20,1
2020-01-21,1
2020-01-22,0
2020-01-23,1
2020-01-24,0
2020-01-25,0
2020-01-26,2
2020-01-27,0
2020-01-28,0
2020-01-29,1
2020-01-30,1
2020-01-31,0
2020-02-01,3
2020-02-02,0
2020-02-03,1
2020-02-04,3
2020-02-05,0
2020-02-06,4
2020-02-07,2
2020-02-08,2
2020-02-09,1
2020-02-10,1
2020-02-11,3
2020-02-12,3
2020-02-13,2
2020-02-14,4
2020-02-15,1
2020-02-16,1
2020-02-17,2
2020-02-18,0
2020-02-19,2
2020-02-20,3
2020-02-21,2
2020-02-22,1
2020-02-23,1
2020-02-24,2
2020-02-25,4
2020-02-26,1
2020-02-27,5
2020-02-28,3
2020-02-29,0
2020-03-01,5
2020-03-02,1
2020-03-03,7
2020-03-04,3
2020-03-05,1
2020-03-06,3
2020-03-07,3
2020-03-08,3
2020-03-09,7
2020-03-10,6
2020-03-11,7
2020-03-12,4
2020-03-13,5
2020-03-14,3
2020-03-15,4
2020-03-16,8
2020-03-17,4
2020-03-18,4
2020-03-19,1
2020-03-20,3
2020-03-21,1
2020-03-22,4
2020-03-23,4
2020-03-24,2
2020-03-25,6
2020-03-26,1
2020-03-27,4
2020-03-28,1
2020-03-29,3
2020-03-30,3
2020-03-31,7
2020-04-01,2
2020-04-02,3
2020-04-03,3
2020-04-04,2
2020-04-05,1
2020-04-06,1
2020-04-07,0
2020-04-08,0
2020-04-09,5
2020-04-10,2
2020-04-11,2
2020-04-12,4
2020-04-13,2
2020-04-14,2
2020-04-15,1
2020-04-16,2
2020-04-17,3
2020-04-18,0
2020-04-19,1
2020-04-20,1
2020-04-21,2
2020-04-22,1
2020-04-23,0
2020-04-24,1
2020-04-25,0
2020-04-26,0
2020-04-27,1
2020-04-28,0
2020-04-29,0
2020-04-30,0
2020-05-01,0
2020-05-02,2
2020-05-03,4
2020-05-04,2
2020-05-05,1
2020-05-06,2
2020-05-07,3
2020-05-08,0
2020-05-09,0
2020-05-10,1
2020-05-11,0
2020-05-12,0
2020-05-13,1
2020-05-14,0
2020-05-15,0
2020-05-16,0
2020-05-17,0
2020-05-18,1
2020-05-19,0
2020-05-20,2
2020-05-21,1
2020-05-22,1
2020-05-23,0
2020-05-24,1
2020-05-25,0
2020-05-26,0
2020-05-27,0
2020-05-28,0
2020-05-29,1
2020-05-30,0
2020-05-31,0
2020-06-01,2
2020-06-02,1
2020-06-03,0
2020-06-04,0
2020-06-05,0
2020-06-06,1
2020-06-07,1
2020-06-08,0
2020-06-09,2
2020-06-10,4
2020-06-11,0
2020-06-12,0
2020-06-13,1
2020-06-14,0
2020-06-15,0
2020-06-16,1
2020-06-17,0
2020-06-18,2
2020-06-19,0
2020-06-20,0
2020-06-21,0
2020-06-22,1
2020-06-23,1
2020-06-24,1
2020-06-25,1
2020-06-26,2
2020-06-27,1
2020-06-28,0
2020-06-29,0
2020-06-30,1
2020-07-01,1
2020-07-02,0
2020-07-03,0
2020-07-04,1
2020-07-05,2
2020-07-06,1
2020-07-07,0
2020-07-08,0
2020-07-09,14
2020-07-10,3
2020-07-11,2
2020-07-12,0
2020-07-13,0
2020-07-14,5
2020-07-15,1
2020-07-16,3
2020-07-17,0
2020-07-18,0
2020-07-19,0
2020-07-20,0
2020-07-21,0
2020-07-22,0
2020-07-23,0
2020-07-24,0
2020-07-25,0
2020-07-26,0
2020-07-27,0
2020-07-28,21
2020-07-29,0
2020-07-30,1
2020-07-31,1
2020-08-01,1
2020-08-02,0
2020-08-03,0
2020-08-04,1
2020-08-05,5
2020-08-06,1
2020-08-07,0
2020-08-08,0
2020-08-09,1
2020-08-10,0
2020-08-11,0
2020-08-12,2
2020-08-13,1
2020-08-14,0
2020-08-15,0
2020-08-16,0
2020-08-17,0
2020-08-18,3
2020-08-19,0
2020-08-20,1
2020-08-21,0
2020-08-22,3
2020-08-23,0
2020-08-24,2
2020-08-25,0
2020-08-26,4
2020-08-27,1
2020-08-28,0
2020-08-29,0
2020-08-30,1
2020-08-31,0
2020-09-01,1
2020-09-02,0
2020-09-03,0
2020-09-04,1
2020-09-05,0
2020-09-06,1
2020-09-07,2
2020-09-08,3
2020-09-09,0
2020-09-10,0
2020-09-11,0
2020-09-12,7
2020-09-13,1
2020-09-14,5
2020-09-15,4
2020-09-16,43
2020-09-17,0
2020-09-18,1
2020-09-19,19
2020-09-20,1
2020-09-21,1
2020-09-22,8
2020-09-23,1
2020-09-24,3
2020-09-25,0
2020-09-26,4
2020-09-27,1
2020-09-28,1
2020-09-29,22
2020-09-30,24
2020-10-01,0
2020-10-02,0
2020-10-03,5
2020-10-04,17
2020-10-05,1
2020-10-06,2
2020-10-07,11
2020-10-08,44
2020-10-09,0
2020-10-10,31
2020-10-11,16
2020-10-12,16
2020-10-13,48
2020-10-14,21
