天数,销量
2019-03-24,1
2019-03-25,0
2019-03-26,0
2019-03-27,0
2019-03-28,0
2019-03-29,0
2019-03-30,0
2019-03-31,0
2019-04-01,0
2019-04-02,0
2019-04-03,0
2019-04-04,0
2019-04-05,0
2019-04-06,0
2019-04-07,0
2019-04-08,0
2019-04-09,0
2019-04-10,0
2019-04-11,0
2019-04-12,0
2019-04-13,0
2019-04-14,0
2019-04-15,0
2019-04-16,0
2019-04-17,0
2019-04-18,0
2019-04-19,0
2019-04-20,0
2019-04-21,0
2019-04-22,0
2019-04-23,0
2019-04-24,0
2019-04-25,0
2019-04-26,0
2019-04-27,0
2019-04-28,0
2019-04-29,0
2019-04-30,0
2019-05-01,0
2019-05-02,0
2019-05-03,0
2019-05-04,0
2019-05-05,0
2019-05-06,0
2019-05-07,0
2019-05-08,0
2019-05-09,0
2019-05-10,0
2019-05-11,5
2019-05-12,3
2019-05-13,1
2019-05-14,2
2019-05-15,8
2019-05-16,0
2019-05-17,0
2019-05-18,0
2019-05-19,1
2019-05-20,5
2019-05-21,0
2019-05-22,2
2019-05-23,1
2019-05-24,4
2019-05-25,1
2019-05-26,0
2019-05-27,1
2019-05-28,1
2019-05-29,3
2019-05-30,0
2019-05-31,0
2019-06-01,6
2019-06-02,3
2019-06-03,3
2019-06-04,1
2019-06-05,5
2019-06-06,9
2019-06-07,0
2019-06-08,1
2019-06-09,0
2019-06-10,6
2019-06-11,8
2019-06-12,0
2019-06-13,0
2019-06-14,2
2019-06-15,2
2019-06-16,0
2019-06-17,5
2019-06-18,10
2019-06-19,7
2019-06-20,4
2019-06-21,0
2019-06-22,2
2019-06-23,0
2019-06-24,0
2019-06-25,0
2019-06-26,1
2019-06-27,0
2019-06-28,1
2019-06-29,0
2019-06-30,0
2019-07-01,0
2019-07-02,14
2019-07-03,5
2019-07-04,6
2019-07-05,5
2019-07-06,12
2019-07-07,15
2019-07-08,12
2019-07-09,18
2019-07-10,12
2019-07-11,9
2019-07-12,5
2019-07-13,9
2019-07-14,10
2019-07-15,1
2019-07-16,2
2019-07-17,2
2019-07-18,1
2019-07-19,5
2019-07-20,4
2019-07-21,4
2019-07-22,4
2019-07-23,13
2019-07-24,3
2019-07-25,3
2019-07-26,8
2019-07-27,2
2019-07-28,3
2019-07-29,2
2019-07-30,5
2019-07-31,1
2019-08-01,2
2019-08-02,3
2019-08-03,0
2019-08-04,3
2019-08-05,1
2019-08-06,2
2019-08-07,1
2019-08-08,1
2019-08-09,5
2019-08-10,8
2019-08-11,7
2019-08-12,4
2019-08-13,2
2019-08-14,3
