天数,销量
2020-09-14,10
2020-09-15,19
2020-09-16,29
2020-09-17,26
2020-09-18,28
2020-09-19,20
2020-09-20,26
2020-09-21,34
2020-09-22,25
2020-09-23,18
2020-09-24,29
2020-09-25,22
2020-09-26,21
2020-09-27,20
2020-09-28,24
2020-09-29,14
2020-09-30,14
2020-10-01,11
2020-10-02,5
2020-10-03,15
2020-10-04,11
2020-10-05,6
2020-10-06,6
2020-10-07,21
2020-10-08,5
2020-10-09,7
2020-10-10,10
2020-10-11,8
2020-10-12,10
2020-10-13,16
2020-10-14,18
2020-10-15,10
2020-10-16,3
2020-10-17,6
2020-10-18,8
2020-10-19,10
2020-10-20,15
2020-10-21,8
2020-10-22,7
2020-10-23,6
2020-10-24,4
2020-10-25,7
2020-10-26,3
2020-10-27,3
2020-10-28,4
2020-10-29,1
2020-10-30,0
2020-10-31,287
2020-11-01,100
2020-11-02,78
2020-11-03,60
2020-11-04,9
2020-11-05,19
2020-11-06,10
2020-11-07,9
2020-11-08,1
2020-11-09,0
2020-11-10,0
2020-11-11,13
2020-11-12,0
2020-11-13,0
2020-11-14,0
2020-11-15,0
2020-11-16,0
2020-11-17,1
2020-11-18,0
2020-11-19,1
2020-11-20,0
2020-11-21,0
2020-11-22,0
2020-11-23,0
2020-11-24,0
2020-11-25,3
2020-11-26,7
2020-11-27,5
2020-11-28,1
2020-11-29,7
2020-11-30,7
2020-12-01,6
2020-12-02,3
2020-12-03,8
2020-12-04,4
2020-12-05,5
2020-12-06,4
2020-12-07,2
2020-12-08,0
2020-12-09,104
2020-12-10,42
2020-12-11,89
2020-12-12,90
2020-12-13,5
2020-12-14,1
2020-12-15,4
2020-12-16,9
2020-12-17,3
2020-12-18,5
2020-12-19,6
2020-12-20,7
2020-12-21,1
2020-12-22,2
2020-12-23,8
2020-12-24,6
2020-12-25,5
2020-12-26,1
