天数,销量
2020-06-04,1
2020-06-05,0
2020-06-06,0
2020-06-07,0
2020-06-08,0
2020-06-09,0
2020-06-10,0
2020-06-11,0
2020-06-12,1
2020-06-13,1
2020-06-14,3
2020-06-15,17
2020-06-16,7
2020-06-17,50
2020-06-18,4
2020-06-19,1
2020-06-20,0
2020-06-21,0
2020-06-22,0
2020-06-23,4
2020-06-24,3
2020-06-25,0
2020-06-26,0
2020-06-27,0
2020-06-28,0
2020-06-29,0
2020-06-30,7
2020-07-01,0
2020-07-02,0
2020-07-03,0
2020-07-04,0
2020-07-05,0
2020-07-06,0
2020-07-07,0
2020-07-08,0
2020-07-09,0
2020-07-10,0
2020-07-11,0
2020-07-12,0
2020-07-13,2
2020-07-14,1
2020-07-15,1
2020-07-16,1
2020-07-17,1
2020-07-18,0
2020-07-19,0
2020-07-20,0
2020-07-21,0
2020-07-22,3
2020-07-23,5
2020-07-24,0
2020-07-25,2
2020-07-26,1
2020-07-27,2
2020-07-28,10
2020-07-29,3
2020-07-30,3
2020-07-31,3
2020-08-01,7
2020-08-02,12
2020-08-03,6
2020-08-04,15
2020-08-05,11
2020-08-06,12
2020-08-07,5
2020-08-08,8
2020-08-09,4
2020-08-10,2
2020-08-11,1
2020-08-12,2
2020-08-13,2
2020-08-14,4
2020-08-15,2
2020-08-16,0
2020-08-17,0
2020-08-18,0
2020-08-19,0
2020-08-20,0
2020-08-21,0
2020-08-22,0
2020-08-23,0
2020-08-24,2
