天数,销量
2020-01-18,1
2020-01-19,0
2020-01-20,1
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,1
2020-01-28,0
2020-01-29,1
2020-01-30,3
2020-01-31,1
2020-02-01,0
2020-02-02,6
2020-02-03,1
2020-02-04,1
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,2
2020-02-20,1
2020-02-21,1
2020-02-22,4
2020-02-23,0
2020-02-24,0
2020-02-25,3
2020-02-26,1
2020-02-27,3
2020-02-28,1
2020-02-29,0
2020-03-01,1
2020-03-02,3
2020-03-03,2
2020-03-04,3
2020-03-05,1
2020-03-06,1
2020-03-07,2
2020-03-08,5
2020-03-09,2
2020-03-10,0
2020-03-11,0
2020-03-12,1
2020-03-13,0
2020-03-14,2
2020-03-15,1
2020-03-16,0
2020-03-17,1
2020-03-18,0
2020-03-19,1
2020-03-20,0
2020-03-21,0
2020-03-22,0
2020-03-23,2
2020-03-24,1
2020-03-25,2
2020-03-26,1
2020-03-27,0
2020-03-28,1
2020-03-29,2
2020-03-30,0
2020-03-31,4
2020-04-01,0
2020-04-02,0
2020-04-03,0
2020-04-04,1
2020-04-05,2
2020-04-06,1
2020-04-07,0
2020-04-08,0
2020-04-09,0
2020-04-10,0
2020-04-11,0
2020-04-12,0
2020-04-13,0
2020-04-14,1
2020-04-15,10
2020-04-16,2
2020-04-17,19
2020-04-18,1
2020-04-19,1
2020-04-20,0
2020-04-21,0
2020-04-22,0
2020-04-23,4
2020-04-24,0
2020-04-25,2
2020-04-26,1
2020-04-27,0
2020-04-28,0
2020-04-29,6
2020-04-30,22
2020-05-01,13
2020-05-02,4
2020-05-03,4
2020-05-04,13
2020-05-05,4
2020-05-06,2
2020-05-07,0
2020-05-08,1
2020-05-09,11
2020-05-10,4
2020-05-11,2
2020-05-12,2
2020-05-13,3
2020-05-14,7
2020-05-15,2
2020-05-16,0
2020-05-17,9
2020-05-18,0
2020-05-19,2
2020-05-20,1
2020-05-21,4
2020-05-22,4
2020-05-23,2
2020-05-24,1
2020-05-25,1
2020-05-26,1
2020-05-27,1
2020-05-28,2
2020-05-29,0
2020-05-30,0
2020-05-31,5
2020-06-01,1
2020-06-02,0
2020-06-03,1
2020-06-04,0
2020-06-05,0
2020-06-06,0
2020-06-07,0
2020-06-08,2
2020-06-09,9
2020-06-10,3
2020-06-11,1
2020-06-12,1
2020-06-13,3
2020-06-14,2
2020-06-15,4
2020-06-16,15
2020-06-17,6
2020-06-18,5
2020-06-19,0
2020-06-20,3
2020-06-21,3
2020-06-22,4
2020-06-23,3
2020-06-24,0
2020-06-25,3
2020-06-26,0
2020-06-27,0
2020-06-28,0
2020-06-29,2
2020-06-30,7
2020-07-01,1
2020-07-02,2
2020-07-03,4
2020-07-04,4
2020-07-05,4
2020-07-06,4
2020-07-07,8
2020-07-08,4
2020-07-09,12
2020-07-10,6
2020-07-11,2
2020-07-12,0
2020-07-13,6
2020-07-14,14
2020-07-15,3
2020-07-16,0
2020-07-17,0
2020-07-18,0
2020-07-19,1
2020-07-20,2
2020-07-21,1
2020-07-22,3
2020-07-23,27
2020-07-24,3
2020-07-25,1
2020-07-26,0
2020-07-27,3
2020-07-28,0
2020-07-29,1
2020-07-30,4
2020-07-31,24
2020-08-01,0
2020-08-02,0
2020-08-03,0
2020-08-04,0
2020-08-05,2
2020-08-06,2
2020-08-07,3
2020-08-08,2
2020-08-09,0
2020-08-10,1
2020-08-11,0
2020-08-12,3
2020-08-13,0
2020-08-14,0
2020-08-15,1
2020-08-16,0
2020-08-17,3
2020-08-18,0
2020-08-19,0
2020-08-20,1
2020-08-21,0
2020-08-22,0
2020-08-23,0
2020-08-24,1
2020-08-25,0
2020-08-26,0
2020-08-27,0
2020-08-28,0
2020-08-29,0
2020-08-30,0
2020-08-31,0
2020-09-01,0
2020-09-02,0
2020-09-03,0
2020-09-04,1
2020-09-05,0
2020-09-06,0
2020-09-07,0
2020-09-08,11
2020-09-09,0
2020-09-10,0
2020-09-11,0
2020-09-12,0
2020-09-13,1
2020-09-14,0
2020-09-15,4
2020-09-16,0
2020-09-17,0
2020-09-18,0
2020-09-19,16
