天数,销量
2020-04-28,1
2020-04-29,0
2020-04-30,2
2020-05-01,0
2020-05-02,1
2020-05-03,0
2020-05-04,1
2020-05-05,1
2020-05-06,1
2020-05-07,1
2020-05-08,2
2020-05-09,2
2020-05-10,0
2020-05-11,1
2020-05-12,3
2020-05-13,0
2020-05-14,4
2020-05-15,3
2020-05-16,1
2020-05-17,0
2020-05-18,2
2020-05-19,0
2020-05-20,0
2020-05-21,2
2020-05-22,0
2020-05-23,2
2020-05-24,2
2020-05-25,0
2020-05-26,3
2020-05-27,2
2020-05-28,3
2020-05-29,2
2020-05-30,0
2020-05-31,1
2020-06-01,1
2020-06-02,0
2020-06-03,0
2020-06-04,0
2020-06-05,0
2020-06-06,1
2020-06-07,0
2020-06-08,0
2020-06-09,0
2020-06-10,1
2020-06-11,0
2020-06-12,0
2020-06-13,0
2020-06-14,0
2020-06-15,1
2020-06-16,0
2020-06-17,1
2020-06-18,1
2020-06-19,1
2020-06-20,0
2020-06-21,0
2020-06-22,0
2020-06-23,1
2020-06-24,0
2020-06-25,1
2020-06-26,0
2020-06-27,0
2020-06-28,0
2020-06-29,1
2020-06-30,1
2020-07-01,2
2020-07-02,4
2020-07-03,0
2020-07-04,2
2020-07-05,3
2020-07-06,10
2020-07-07,1
2020-07-08,0
2020-07-09,1
2020-07-10,4
2020-07-11,5
2020-07-12,7
2020-07-13,6
2020-07-14,0
2020-07-15,6
2020-07-16,5
2020-07-17,3
2020-07-18,7
2020-07-19,6
2020-07-20,4
2020-07-21,12
2020-07-22,7
2020-07-23,1
2020-07-24,7
2020-07-25,4
2020-07-26,10
2020-07-27,6
2020-07-28,4
2020-07-29,1
2020-07-30,1
2020-07-31,68
2020-08-01,2
2020-08-02,1
2020-08-03,1
2020-08-04,1
2020-08-05,3
2020-08-06,4
2020-08-07,5
2020-08-08,2
2020-08-09,1
2020-08-10,5
2020-08-11,0
2020-08-12,0
2020-08-13,0
2020-08-14,5
2020-08-15,6
2020-08-16,2
2020-08-17,8
2020-08-18,6
2020-08-19,6
2020-08-20,3
2020-08-21,5
2020-08-22,10
2020-08-23,8
2020-08-24,7
2020-08-25,8
2020-08-26,5
2020-08-27,10
2020-08-28,3
2020-08-29,6
2020-08-30,11
2020-08-31,9
2020-09-01,9
2020-09-02,6
2020-09-03,0
2020-09-04,0
2020-09-05,0
2020-09-06,0
2020-09-07,0
2020-09-08,0
2020-09-09,1
2020-09-10,5
2020-09-11,7
2020-09-12,1
2020-09-13,1
2020-09-14,2
2020-09-15,4
2020-09-16,4
2020-09-17,2
2020-09-18,3
2020-09-19,3
2020-09-20,4
2020-09-21,4
2020-09-22,1
2020-09-23,10
2020-09-24,8
2020-09-25,17
2020-09-26,4
2020-09-27,1
2020-09-28,3
2020-09-29,10
2020-09-30,8
2020-10-01,16
2020-10-02,0
2020-10-03,0
2020-10-04,0
2020-10-05,0
2020-10-06,1
2020-10-07,0
2020-10-08,13
2020-10-09,12
2020-10-10,10
2020-10-11,12
2020-10-12,12
2020-10-13,10
2020-10-14,25
2020-10-15,16
2020-10-16,9
2020-10-17,17
2020-10-18,16
2020-10-19,6
2020-10-20,5
2020-10-21,10
2020-10-22,10
2020-10-23,7
2020-10-24,13
2020-10-25,15
2020-10-26,11
2020-10-27,9
2020-10-28,11
2020-10-29,9
2020-10-30,1
2020-10-31,48
2020-11-01,1
2020-11-02,1
2020-11-03,3
2020-11-04,0
2020-11-05,0
2020-11-06,7
2020-11-07,5
2020-11-08,12
2020-11-09,6
2020-11-10,50
2020-11-11,41
2020-11-12,3
