天数,销量
2020-09-25,1
2020-09-26,0
2020-09-27,0
2020-09-28,0
2020-09-29,0
2020-09-30,0
2020-10-01,0
2020-10-02,0
2020-10-03,0
2020-10-04,2
2020-10-05,0
2020-10-06,1
2020-10-07,0
2020-10-08,2
2020-10-09,1
2020-10-10,4
2020-10-11,0
2020-10-12,0
2020-10-13,1
2020-10-14,1
2020-10-15,1
2020-10-16,1
2020-10-17,0
2020-10-18,0
2020-10-19,0
2020-10-20,2
2020-10-21,0
2020-10-22,1
2020-10-23,1
2020-10-24,1
2020-10-25,0
2020-10-26,0
2020-10-27,1
2020-10-28,0
2020-10-29,3
2020-10-30,0
2020-10-31,14
2020-11-01,6
2020-11-02,7
2020-11-03,8
2020-11-04,4
2020-11-05,0
2020-11-06,2
2020-11-07,0
2020-11-08,1
2020-11-09,0
2020-11-10,10
2020-11-11,12
2020-11-12,7
2020-11-13,1
2020-11-14,2
2020-11-15,0
2020-11-16,0
2020-11-17,2
2020-11-18,2
2020-11-19,4
2020-11-20,3
2020-11-21,1
2020-11-22,8
2020-11-23,1
2020-11-24,0
2020-11-25,3
2020-11-26,0
2020-11-27,1
2020-11-28,0
2020-11-29,2
2020-11-30,3
2020-12-01,0
2020-12-02,0
2020-12-03,0
2020-12-04,3
2020-12-05,0
2020-12-06,0
2020-12-07,0
2020-12-08,0
2020-12-09,4
2020-12-10,3
2020-12-11,4
2020-12-12,2
2020-12-13,0
2020-12-14,7
2020-12-15,0
2020-12-16,4
2020-12-17,1
2020-12-18,4
2020-12-19,5
2020-12-20,0
2020-12-21,5
2020-12-22,7
2020-12-23,3
2020-12-24,0
2020-12-25,1
2020-12-26,2
