天数,销量
2020-08-06,1
2020-08-07,2
2020-08-08,12
2020-08-09,5
2020-08-10,6
2020-08-11,6
2020-08-12,6
2020-08-13,5
2020-08-14,6
2020-08-15,7
2020-08-16,0
2020-08-17,1
2020-08-18,6
2020-08-19,4
2020-08-20,5
2020-08-21,6
2020-08-22,4
2020-08-23,3
2020-08-24,5
2020-08-25,4
2020-08-26,2
2020-08-27,0
2020-08-28,3
2020-08-29,0
2020-08-30,3
2020-08-31,3
2020-09-01,2
2020-09-02,3
2020-09-03,6
2020-09-04,2
2020-09-05,4
2020-09-06,6
2020-09-07,3
2020-09-08,16
2020-09-09,0
2020-09-10,0
2020-09-11,0
2020-09-12,2
2020-09-13,1
2020-09-14,1
