天数,销量
2020-06-15,48
2020-06-16,0
2020-06-17,25
2020-06-18,1
2020-06-19,0
2020-06-20,0
2020-06-21,0
2020-06-22,0
2020-06-23,0
2020-06-24,7
2020-06-25,0
2020-06-26,0
2020-06-27,0
2020-06-28,0
2020-06-29,0
2020-06-30,1
2020-07-01,11
2020-07-02,0
2020-07-03,0
2020-07-04,2
2020-07-05,0
2020-07-06,0
2020-07-07,1
2020-07-08,7
2020-07-09,6
2020-07-10,0
2020-07-11,0
2020-07-12,1
2020-07-13,0
2020-07-14,0
2020-07-15,0
2020-07-16,1
2020-07-17,1
2020-07-18,2
2020-07-19,3
2020-07-20,4
2020-07-21,1
2020-07-22,7
2020-07-23,13
2020-07-24,10
2020-07-25,14
2020-07-26,13
2020-07-27,12
2020-07-28,10
2020-07-29,18
2020-07-30,14
2020-07-31,26
2020-08-01,14
2020-08-02,11
2020-08-03,13
2020-08-04,50
2020-08-05,17
2020-08-06,21
2020-08-07,11
