天数,销量
2020-10-21,20
2020-10-22,15
2020-10-23,19
2020-10-24,25
2020-10-25,25
2020-10-26,75
2020-10-27,18
2020-10-28,8
2020-10-29,6
2020-10-30,0
2020-10-31,134
2020-11-01,148
2020-11-02,112
2020-11-03,23
2020-11-04,11
2020-11-05,27
2020-11-06,5
2020-11-07,1
2020-11-08,1
2020-11-09,1
2020-11-10,420
2020-11-11,241
2020-11-12,5
2020-11-13,21
2020-11-14,23
2020-11-15,10
2020-11-16,14
2020-11-17,10
2020-11-18,11
2020-11-19,7
2020-11-20,20
2020-11-21,13
2020-11-22,38
2020-11-23,17
2020-11-24,38
2020-11-25,32
2020-11-26,36
2020-11-27,23
2020-11-28,41
2020-11-29,47
2020-11-30,39
2020-12-01,29
2020-12-02,23
2020-12-03,27
2020-12-04,33
2020-12-05,40
2020-12-06,40
2020-12-07,38
2020-12-08,0
2020-12-09,90
2020-12-10,87
2020-12-11,145
2020-12-12,253
2020-12-13,33
2020-12-14,36
2020-12-15,13
