天数,销量
2020-11-01,1
2020-11-02,0
2020-11-03,0
2020-11-04,0
2020-11-05,1
2020-11-06,0
2020-11-07,3
2020-11-08,6
2020-11-09,3
2020-11-10,105
2020-11-11,74
2020-11-12,15
2020-11-13,6
2020-11-14,7
2020-11-15,9
2020-11-16,8
2020-11-17,11
2020-11-18,11
2020-11-19,9
2020-11-20,11
2020-11-21,8
2020-11-22,9
2020-11-23,16
2020-11-24,7
2020-11-25,17
2020-11-26,11
2020-11-27,9
2020-11-28,14
2020-11-29,16
2020-11-30,12
2020-12-01,17
2020-12-02,9
2020-12-03,19
2020-12-04,20
2020-12-05,26
2020-12-06,10
2020-12-07,20
2020-12-08,2
2020-12-09,1
2020-12-10,0
2020-12-11,0
2020-12-12,0
2020-12-13,0
2020-12-14,1
2020-12-15,1
2020-12-16,0
2020-12-17,1
2020-12-18,0
2020-12-19,6
2020-12-20,6
2020-12-21,2
2020-12-22,10
2020-12-23,8
2020-12-24,32
2020-12-25,21
2020-12-26,3
