天数,销量
2020-10-21,13
2020-10-22,12
2020-10-23,13
2020-10-24,13
2020-10-25,11
2020-10-26,18
2020-10-27,14
2020-10-28,3
2020-10-29,3
2020-10-30,0
2020-10-31,109
2020-11-01,103
2020-11-02,60
2020-11-03,83
2020-11-04,21
2020-11-05,15
2020-11-06,3
2020-11-07,3
2020-11-08,2
2020-11-09,0
2020-11-10,232
2020-11-11,120
2020-11-12,6
2020-11-13,10
2020-11-14,7
2020-11-15,8
2020-11-16,8
2020-11-17,12
2020-11-18,6
2020-11-19,2
2020-11-20,13
2020-11-21,15
2020-11-22,16
2020-11-23,13
2020-11-24,15
2020-11-25,13
2020-11-26,16
2020-11-27,10
2020-11-28,12
2020-11-29,16
2020-11-30,15
2020-12-01,12
2020-12-02,19
2020-12-03,18
2020-12-04,8
2020-12-05,7
2020-12-06,14
2020-12-07,11
2020-12-08,0
2020-12-09,45
2020-12-10,35
2020-12-11,56
2020-12-12,121
2020-12-13,26
2020-12-14,1
2020-12-15,0
2020-12-16,1
2020-12-17,0
2020-12-18,0
2020-12-19,0
2020-12-20,0
2020-12-21,0
2020-12-22,0
2020-12-23,12
2020-12-24,14
2020-12-25,11
2020-12-26,2
