天数,销量
2020-10-06,12
2020-10-07,14
2020-10-08,39
2020-10-09,11
2020-10-10,0
2020-10-11,0
2020-10-12,0
2020-10-13,1
2020-10-14,0
2020-10-15,0
2020-10-16,8
2020-10-17,26
2020-10-18,46
2020-10-19,39
2020-10-20,17
2020-10-21,0
2020-10-22,0
2020-10-23,0
2020-10-24,0
2020-10-25,0
2020-10-26,0
2020-10-27,1
2020-10-28,30
2020-10-29,29
2020-10-30,35
2020-10-31,82
2020-11-01,62
2020-11-02,61
2020-11-03,53
2020-11-04,28
2020-11-05,34
2020-11-06,31
2020-11-07,29
2020-11-08,0
2020-11-09,0
2020-11-10,82
2020-11-11,171
2020-11-12,109
2020-11-13,98
2020-11-14,109
2020-11-15,64
2020-11-16,29
2020-11-17,0
2020-11-18,0
2020-11-19,0
2020-11-20,0
2020-11-21,0
2020-11-22,0
2020-11-23,0
2020-11-24,0
2020-11-25,1
