天数,销量
2019-11-10,60
2019-11-11,60
2019-11-12,2
2019-11-13,4
2019-11-14,2
2019-11-15,3
2019-11-16,3
2019-11-17,5
2019-11-18,3
2019-11-19,0
2019-11-20,0
2019-11-21,4
