天数,销量
2020-04-06,3
2020-04-07,4
2020-04-08,1
2020-04-09,0
2020-04-10,0
2020-04-11,0
2020-04-12,0
2020-04-13,0
2020-04-14,3
2020-04-15,3
2020-04-16,0
2020-04-17,0
2020-04-18,0
2020-04-19,1
2020-04-20,1
2020-04-21,0
2020-04-22,1
2020-04-23,0
2020-04-24,0
2020-04-25,3
2020-04-26,0
2020-04-27,0
2020-04-28,0
2020-04-29,0
2020-04-30,1
2020-05-01,0
2020-05-02,1
2020-05-03,0
2020-05-04,1
2020-05-05,3
2020-05-06,2
2020-05-07,2
2020-05-08,3
2020-05-09,0
2020-05-10,3
2020-05-11,0
2020-05-12,3
2020-05-13,1
2020-05-14,0
2020-05-15,2
2020-05-16,3
2020-05-17,3
2020-05-18,0
2020-05-19,3
2020-05-20,2
