天数,销量
2020-07-05,1
2020-07-06,0
2020-07-07,0
2020-07-08,0
2020-07-09,20
2020-07-10,0
2020-07-11,1
2020-07-12,0
2020-07-13,0
2020-07-14,5
2020-07-15,3
2020-07-16,1
2020-07-17,0
2020-07-18,0
2020-07-19,3
2020-07-20,2
2020-07-21,2
2020-07-22,0
2020-07-23,0
2020-07-24,3
2020-07-25,0
2020-07-26,1
2020-07-27,3
2020-07-28,22
2020-07-29,3
2020-07-30,2
2020-07-31,1
2020-08-01,3
2020-08-02,3
2020-08-03,2
2020-08-04,1
2020-08-05,1
2020-08-06,5
2020-08-07,3
2020-08-08,2
2020-08-09,0
2020-08-10,0
2020-08-11,0
2020-08-12,0
2020-08-13,0
2020-08-14,0
2020-08-15,1
2020-08-16,0
2020-08-17,5
2020-08-18,14
2020-08-19,10
2020-08-20,4
2020-08-21,11
2020-08-22,8
2020-08-23,10
2020-08-24,17
2020-08-25,6
2020-08-26,12
2020-08-27,15
2020-08-28,20
2020-08-29,7
2020-08-30,4
2020-08-31,2
2020-09-01,2
2020-09-02,16
2020-09-03,4
