天数,销量
2020-05-29,1
2020-05-30,0
2020-05-31,1
2020-06-01,5
2020-06-02,1
2020-06-03,1
2020-06-04,1
2020-06-05,1
2020-06-06,2
2020-06-07,0
2020-06-08,2
2020-06-09,0
2020-06-10,1
2020-06-11,2
2020-06-12,0
2020-06-13,3
2020-06-14,1
2020-06-15,5
2020-06-16,2
2020-06-17,7
2020-06-18,5
2020-06-19,1
2020-06-20,2
2020-06-21,1
2020-06-22,2
2020-06-23,3
2020-06-24,0
2020-06-25,2
2020-06-26,1
2020-06-27,0
2020-06-28,2
2020-06-29,5
2020-06-30,4
2020-07-01,4
2020-07-02,4
2020-07-03,1
2020-07-04,4
2020-07-05,1
2020-07-06,0
2020-07-07,6
2020-07-08,5
2020-07-09,3
2020-07-10,1
2020-07-11,1
2020-07-12,1
2020-07-13,1
2020-07-14,1
2020-07-15,3
2020-07-16,1
2020-07-17,1
2020-07-18,1
2020-07-19,0
2020-07-20,0
2020-07-21,2
2020-07-22,0
2020-07-23,5
2020-07-24,1
2020-07-25,3
2020-07-26,0
2020-07-27,1
2020-07-28,2
2020-07-29,1
2020-07-30,2
2020-07-31,4
2020-08-01,2
2020-08-02,1
2020-08-03,2
2020-08-04,2
2020-08-05,3
2020-08-06,5
2020-08-07,1
2020-08-08,0
2020-08-09,0
2020-08-10,0
2020-08-11,0
2020-08-12,1
2020-08-13,0
2020-08-14,2
2020-08-15,0
2020-08-16,1
2020-08-17,3
2020-08-18,2
2020-08-19,2
2020-08-20,1
2020-08-21,2
2020-08-22,0
2020-08-23,0
2020-08-24,2
2020-08-25,2
2020-08-26,2
2020-08-27,2
2020-08-28,0
2020-08-29,2
2020-08-30,4
2020-08-31,2
2020-09-01,0
2020-09-02,0
2020-09-03,3
2020-09-04,3
2020-09-05,2
2020-09-06,2
2020-09-07,1
2020-09-08,2
2020-09-09,2
2020-09-10,1
2020-09-11,0
2020-09-12,1
2020-09-13,1
2020-09-14,1
2020-09-15,0
2020-09-16,1
2020-09-17,1
2020-09-18,1
2020-09-19,0
2020-09-20,1
2020-09-21,1
2020-09-22,0
2020-09-23,1
2020-09-24,1
2020-09-25,1
2020-09-26,2
2020-09-27,3
2020-09-28,3
2020-09-29,1
2020-09-30,0
2020-10-01,0
2020-10-02,3
2020-10-03,2
2020-10-04,0
2020-10-05,1
2020-10-06,2
2020-10-07,4
2020-10-08,1
2020-10-09,1
2020-10-10,1
2020-10-11,1
2020-10-12,3
2020-10-13,1
2020-10-14,1
2020-10-15,2
2020-10-16,2
2020-10-17,0
2020-10-18,1
2020-10-19,0
2020-10-20,0
2020-10-21,1
2020-10-22,0
2020-10-23,0
2020-10-24,2
2020-10-25,2
2020-10-26,3
2020-10-27,2
2020-10-28,1
2020-10-29,1
2020-10-30,3
2020-10-31,29
2020-11-01,9
2020-11-02,4
2020-11-03,3
2020-11-04,0
2020-11-05,1
2020-11-06,2
2020-11-07,1
2020-11-08,2
2020-11-09,1
2020-11-10,59
2020-11-11,21
2020-11-12,1
2020-11-13,3
2020-11-14,2
2020-11-15,1
2020-11-16,0
2020-11-17,3
2020-11-18,5
2020-11-19,2
2020-11-20,5
2020-11-21,1
2020-11-22,3
2020-11-23,4
2020-11-24,5
2020-11-25,0
2020-11-26,3
2020-11-27,1
2020-11-28,0
2020-11-29,0
2020-11-30,3
2020-12-01,1
2020-12-02,3
2020-12-03,0
2020-12-04,1
2020-12-05,3
2020-12-06,1
2020-12-07,1
2020-12-08,1
2020-12-09,23
2020-12-10,10
2020-12-11,15
2020-12-12,9
2020-12-13,0
2020-12-14,2
2020-12-15,1
2020-12-16,0
2020-12-17,0
2020-12-18,1
2020-12-19,2
2020-12-20,0
2020-12-21,3
2020-12-22,1
2020-12-23,3
2020-12-24,1
