天数,销量
2019-11-10,62
2019-11-11,85
2019-11-12,3
2019-11-13,5
2019-11-14,4
2019-11-15,5
2019-11-16,9
2019-11-17,1
2019-11-18,3
2019-11-19,4
2019-11-20,3
2019-11-21,4
2019-11-22,1
2019-11-23,1
2019-11-24,0
2019-11-25,2
2019-11-26,1
2019-11-27,2
2019-11-28,2
2019-11-29,0
2019-11-30,1
2019-12-01,1
2019-12-02,2
2019-12-03,0
2019-12-04,0
2019-12-05,2
2019-12-06,1
2019-12-07,0
2019-12-08,1
2019-12-09,1
2019-12-10,0
2019-12-11,16
2019-12-12,15
2019-12-13,1
2019-12-14,4
2019-12-15,1
2019-12-16,5
2019-12-17,1
2019-12-18,3
2019-12-19,2
2019-12-20,2
2019-12-21,3
2019-12-22,0
2019-12-23,2
2019-12-24,1
2019-12-25,5
2019-12-26,8
2019-12-27,6
2019-12-28,5
2019-12-29,1
2019-12-30,3
2019-12-31,3
2020-01-01,7
2020-01-02,5
2020-01-03,4
2020-01-04,5
2020-01-05,10
2020-01-06,8
2020-01-07,5
2020-01-08,0
2020-01-09,0
2020-01-10,1
