天数,销量
2020-10-25,1
2020-10-26,0
2020-10-27,4
2020-10-28,1
2020-10-29,4
2020-10-30,2
2020-10-31,6
2020-11-01,5
2020-11-02,0
2020-11-03,7
2020-11-04,3
2020-11-05,4
2020-11-06,1
2020-11-07,3
2020-11-08,1
2020-11-09,3
2020-11-10,20
2020-11-11,18
2020-11-12,1
2020-11-13,0
2020-11-14,4
2020-11-15,1
2020-11-16,2
2020-11-17,7
2020-11-18,3
2020-11-19,3
2020-11-20,1
2020-11-21,0
2020-11-22,2
2020-11-23,1
2020-11-24,3
2020-11-25,2
2020-11-26,1
2020-11-27,0
2020-11-28,0
2020-11-29,0
2020-11-30,2
2020-12-01,2
2020-12-02,0
2020-12-03,0
2020-12-04,1
2020-12-05,4
2020-12-06,0
2020-12-07,0
2020-12-08,2
2020-12-09,2
2020-12-10,4
2020-12-11,3
2020-12-12,13
2020-12-13,2
2020-12-14,2
2020-12-15,2
2020-12-16,2
2020-12-17,1
2020-12-18,3
2020-12-19,0
2020-12-20,2
2020-12-21,0
2020-12-22,1
2020-12-23,1
2020-12-24,1
2020-12-25,0
2020-12-26,0
2020-12-27,1
