天数,销量
2019-03-31,1
2019-04-01,3
2019-04-02,0
2019-04-03,1
2019-04-04,2
2019-04-05,1
2019-04-06,1
2019-04-07,0
2019-04-08,1
2019-04-09,2
2019-04-10,0
2019-04-11,0
2019-04-12,0
2019-04-13,0
2019-04-14,5
2019-04-15,1
2019-04-16,0
2019-04-17,1
2019-04-18,0
2019-04-19,0
2019-04-20,2
2019-04-21,1
2019-04-22,3
2019-04-23,3
2019-04-24,2
2019-04-25,4
2019-04-26,0
2019-04-27,2
2019-04-28,1
2019-04-29,1
2019-04-30,2
2019-05-01,3
2019-05-02,1
2019-05-03,3
2019-05-04,2
2019-05-05,2
2019-05-06,0
2019-05-07,4
2019-05-08,1
2019-05-09,2
2019-05-10,1
2019-05-11,1
2019-05-12,3
2019-05-13,2
2019-05-14,2
2019-05-15,2
2019-05-16,0
2019-05-17,0
2019-05-18,4
2019-05-19,2
2019-05-20,0
2019-05-21,2
2019-05-22,1
2019-05-23,3
2019-05-24,0
2019-05-25,2
2019-05-26,3
2019-05-27,1
2019-05-28,1
2019-05-29,0
2019-05-30,0
2019-05-31,8
2019-06-01,7
2019-06-02,7
2019-06-03,1
2019-06-04,1
2019-06-05,0
2019-06-06,2
2019-06-07,0
2019-06-08,1
2019-06-09,2
2019-06-10,7
2019-06-11,1
2019-06-12,3
2019-06-13,0
2019-06-14,1
2019-06-15,8
2019-06-16,7
2019-06-17,8
2019-06-18,16
2019-06-19,4
2019-06-20,1
2019-06-21,1
2019-06-22,1
2019-06-23,0
2019-06-24,2
2019-06-25,0
2019-06-26,2
2019-06-27,1
2019-06-28,1
2019-06-29,3
2019-06-30,3
2019-07-01,2
2019-07-02,1
2019-07-03,0
2019-07-04,1
2019-07-05,0
2019-07-06,1
2019-07-07,1
2019-07-08,0
2019-07-09,2
2019-07-10,2
2019-07-11,4
2019-07-12,1
2019-07-13,0
2019-07-14,3
2019-07-15,0
2019-07-16,2
2019-07-17,1
2019-07-18,1
2019-07-19,1
2019-07-20,0
2019-07-21,1
2019-07-22,1
2019-07-23,1
2019-07-24,1
2019-07-25,1
2019-07-26,2
2019-07-27,2
2019-07-28,4
2019-07-29,0
2019-07-30,2
2019-07-31,1
2019-08-01,2
2019-08-02,1
2019-08-03,2
2019-08-04,0
2019-08-05,0
2019-08-06,1
2019-08-07,2
2019-08-08,3
2019-08-09,2
2019-08-10,0
2019-08-11,0
2019-08-12,1
2019-08-13,2
2019-08-14,0
2019-08-15,2
2019-08-16,1
2019-08-17,1
2019-08-18,1
2019-08-19,2
2019-08-20,0
2019-08-21,2
2019-08-22,4
2019-08-23,3
2019-08-24,1
2019-08-25,0
2019-08-26,5
2019-08-27,1
2019-08-28,1
